customer_id,creature_type,flight_status,dance_disaster_rating,ticklish_level,eyesight,age,number_of_policies,fire_power_level,soda_likeness_rate,snack_obsession,creature_cost,hearing_score,rage_outburst_score
CUST_2314,Unicorn,No,3,4,4,13,9,1,5,7,470,0.2688535751168908,2.325289799964644
CUST_2315,Ciclope,Yes,5,4,8,9,16,7,0,3,454,0.9052467096582284,0.5810261084146621
CUST_2316,Griffin,Yes,4,4,2,18,5,3,19,8,502,-1.605630343,2.619139655
CUST_2317,Yeti,No,7,4,8,37,7,3,3,9,571,1.1003954070247055,6.261311249111982
CUST_2318,Griffin,Yes,1,3,8,19,10,2,7,3,1085,-0.567936814,9.508903945721348
CUST_2319,Unicorn,No,7,4,7,36,10,0,18,4,288,-0.145688765,3.602442191
CUST_2320,Ciclope,No,4,5,7,27,12,5,8,5,420,1.060091885837804,1.897273061262607
CUST_2321,Dragon,Yes,5,7,3,8,6,5,12,7,797,0.074913465,4.3986663183165415
CUST_2322,Dragon,No,4,3,3,35,3,9,19,4,771,-1.468624207,0.5507734182297005
CUST_2323,Griffin,No,7,3,6,11,18,0,12,6,926,0.527906819,2.4221475520437354
CUST_2324,Unicorn,No,6,7,4,17,19,3,1,1,282,-0.140508459,0.6890760040562668
CUST_2325,Dragon,Yes,4,4,9,12,1,7,13,4,357,0.2771511107898308,3.670512419499081
CUST_2326,Yeti,Yes,1,4,1,31,8,3,4,6,797,-0.635177021,1.852528043703044
CUST_2327,Griffin,Yes,2,9,9,105,11,0,4,2,165,-1.035754318,0.9327063815767038
CUST_2328,Yeti,Yes,5,5,9,85,4,1,16,10,426,0.2854769899317684,5.106427598650216
CUST_2329,Unicorn,Yes,5,3,3,14,16,1,7,5,789,-1.462501469,1.268346518163444
CUST_2330,Unicorn,No,5,6,7,32,6,3,12,3,762,1.323475140365354,2.174463770817064
CUST_2331,Unicorn,No,5,3,10,10,1,3,18,2,50,0.9182243406705334,5.183854476024684
CUST_2332,Dragon,Yes,7,5,4,31,3,8,11,7,233,-1.328850393,6.549581094
CUST_2333,Unicorn,No,6,5,7,29,20,1,12,6,50,0.2399653130225532,2.7310014067228976
CUST_2334,Unicorn,No,5,6,5,3,5,2,13,5,320,1.109913733953385,12.850002554437948
CUST_2335,Griffin,Yes,5,8,2,41,17,0,18,6,733,0.1284998374785055,2.206622259647084
CUST_2336,Griffin,Yes,4,5,1,20,6,3,10,6,664,0.3663160072224203,3.8759800881954782
CUST_2337,Griffin,Yes,4,6,2,59,7,3,11,7,544,-1.445653904,1.2331281077108744
CUST_2338,Griffin,Yes,7,5,3,29,13,3,18,6,837,-0.441546493,6.595592191331954
CUST_2339,Unicorn,Yes,6,5,2,74,17,3,9,3,759,-0.377281592,6.075663599
CUST_2340,Griffin,Yes,2,6,7,18,13,0,10,4,465,0.70944976,1.1374550741156992
CUST_2341,Griffin,Yes,7,4,1,11,12,3,19,4,666,0.027047516,2.285234452096289
CUST_2342,Ciclope,Yes,5,2,7,9,20,5,20,1,576,0.4873071215240181,7.347759777722182
CUST_2343,Dragon,No,7,3,6,2,15,5,3,4,225,0.7011787332654199,2.583527684831948
CUST_2344,Ciclope,Yes,3,4,7,88,19,7,1,3,687,-0.667139895,1.0016701205165044
CUST_2345,Unicorn,Yes,5,3,4,4,14,2,9,5,307,0.901609508,2.879930384162131
CUST_2346,Yeti,Yes,5,5,9,27,11,2,15,6,196,-0.617886454,5.704453195444131
CUST_2347,Dragon,No,1,8,6,25,7,6,13,3,729,-1.046748853,6.410013566254269
CUST_2348,Ciclope,Yes,5,6,3,21,9,5,19,4,111,0.6703625850471158,3.423421762
CUST_2349,Dragon,Yes,3,7,10,6,5,5,11,4,1066,0.008749041,1.2197222599173252
CUST_2350,Ciclope,No,0,1,6,9,13,5,14,2,649,-0.585071371,2.4920102193893245
CUST_2351,Unicorn,No,5,7,1,17,8,0,2,2,471,0.007355732,0.8189815903902712
CUST_2352,Dragon,No,5,3,6,5,15,5,11,4,569,0.6673489360027866,2.351293181311973
CUST_2353,Ciclope,Yes,4,4,9,13,13,5,20,1,261,-0.752642987,3.817639143775147
CUST_2354,Dragon,Yes,4,2,3,12,4,6,8,3,693,-1.392660784,1.111964935606406
CUST_2355,Griffin,No,3,8,8,60,7,0,20,8,1174,0.4442868890227086,0.8564871418363081
CUST_2356,Griffin,No,8,3,7,253,7,1,2,3,843,-1.582792333,4.475553105376209
CUST_2357,Griffin,No,1,9,8,50,11,1,2,7,279,-0.777346094,2.307188606176746
CUST_2358,Griffin,Yes,5,6,3,6,9,3,15,3,1337,-1.040080417,4.732508588515696
CUST_2359,Griffin,No,3,5,7,33,8,1,2,8,756,0.2994589609064242,0.6280202475321564
CUST_2360,Ciclope,No,4,6,9,158,10,7,5,5,689,1.2713608310548226,1.2853155829682907
CUST_2361,Dragon,No,7,8,6,31,10,7,0,4,775,0.1127824636808367,6.097322795546569
CUST_2362,Ciclope,Yes,5,2,8,16,2,5,20,0,649,-1.913189296,6.443251665788298
CUST_2363,Dragon,No,5,5,3,20,5,9,19,2,560,1.586344728824385,0.489471029
CUST_2364,Griffin,Yes,3,5,4,8,15,1,19,6,225,1.933565573297332,3.545718439508619
CUST_2365,Unicorn,Yes,6,3,10,69,3,3,10,5,324,-0.213880154,1.0210863072389875
CUST_2366,Unicorn,Yes,7,4,4,125,6,1,16,3,251,0.8402098054089899,4.163084749877056
CUST_2367,Unicorn,No,4,3,7,4,19,2,3,2,502,1.0183521511379536,2.134786488782149
CUST_2368,Yeti,Yes,4,4,10,20,18,0,13,8,667,-1.300707727,4.237658405394584
CUST_2369,Griffin,Yes,6,4,8,2,6,0,5,7,549,1.0855381762067402,2.709232898161217
CUST_2370,Unicorn,Yes,7,7,3,60,11,3,16,2,50,0.2992381288903111,3.426442130167481
CUST_2371,Yeti,No,4,5,4,47,8,3,18,4,995,-1.203789338,2.5502647349909138
CUST_2372,Griffin,No,7,5,6,5,16,3,0,4,297,-0.130258526,0.2244668825661468
CUST_2373,Griffin,No,6,5,4,26,4,3,9,3,671,-1.474721032,1.5313427508117516
CUST_2374,Ciclope,No,5,7,6,27,17,5,11,3,474,-0.470658875,4.8924213317129785
CUST_2375,Unicorn,No,5,5,7,9,15,3,11,4,364,0.8374830056804352,4.479169741845641
CUST_2376,Ciclope,No,10,7,10,3,14,6,3,6,400,1.1019603926007466,2.3807636310997404
CUST_2377,Unicorn,Yes,1,5,1,44,5,3,3,5,1095,-0.895990758,3.897378178966644
CUST_2378,Dragon,No,3,3,1,9,3,8,18,4,221,-0.950649727,5.687366376421822
CUST_2379,Yeti,Yes,5,5,7,7,19,3,2,7,759,1.2459885830056288,2.428324388041338
CUST_2380,Yeti,Yes,2,7,2,8,16,1,6,7,177,0.7509167,6.544366331990079
CUST_2381,Ciclope,No,5,5,10,16,17,6,16,4,332,-0.644686647,0.4715547747570403
CUST_2382,Griffin,Yes,6,4,4,18,18,0,15,7,581,1.0866087091036367,2.213676688791001
CUST_2383,Yeti,Yes,8,5,9,13,4,1,20,9,548,-2.537448947,3.4176314536182573
CUST_2384,Unicorn,Yes,10,7,6,43,6,1,11,3,692,-0.093730754,7.573773421521044
CUST_2385,Unicorn,No,1,5,7,16,13,3,3,5,51,-0.707010445,1.6881781013545196
CUST_2386,Unicorn,No,5,5,2,35,11,0,12,2,667,-0.39634747,7.142560456414933
CUST_2387,Yeti,Yes,5,8,10,11,19,0,9,5,281,0.1187584443776204,1.3264273739477497
CUST_2388,Unicorn,No,4,4,4,26,9,3,9,4,205,1.0433106249314286,1.940826640812864
CUST_2389,Unicorn,Yes,7,6,9,32,13,3,7,6,969,-0.464653757,9.451023534
CUST_2390,Griffin,No,7,6,10,64,17,1,4,4,799,-3.361826231,1.9134178824531525
CUST_2391,Unicorn,Yes,10,9,1,246,7,2,4,7,477,2.456240422461612,4.362189119061865
CUST_2392,Dragon,Yes,2,2,1,44,8,7,20,2,960,-0.396492482,3.1466133266116154
CUST_2393,Dragon,Yes,6,5,6,48,12,8,11,5,402,-1.282470851,4.594050235819211
CUST_2394,Dragon,No,5,4,9,32,5,5,20,6,112,-0.545288646,2.523744464
CUST_2395,Ciclope,No,5,5,5,144,6,8,20,8,176,-0.34306523,9.307656384113534
CUST_2396,Ciclope,Yes,3,4,4,55,6,8,18,4,649,-2.25544101,8.802468155984371
CUST_2397,Ciclope,No,2,8,2,6,4,5,5,3,401,0.1089242858693289,1.9364454109740183
CUST_2398,Ciclope,Yes,1,4,9,11,19,8,13,1,225,1.0965174110696547,2.456433138
CUST_2399,Unicorn,Yes,6,4,1,9,11,3,1,6,521,0.1197611605708904,6.549581094
CUST_2400,Yeti,No,10,3,5,61,3,2,11,2,415,-0.036766576,8.823570539028719
CUST_2401,Dragon,Yes,5,7,3,14,5,9,6,8,683,-0.444918874,5.314964080333204
CUST_2402,Dragon,Yes,3,6,3,28,5,5,12,3,570,1.5760321843921523,2.213243788338707
CUST_2403,Ciclope,No,4,5,1,9,12,5,4,7,768,1.9119810131333963,1.835494533938021
CUST_2404,Dragon,Yes,2,8,3,4,2,8,4,3,894,1.014464412857024,10.340332304415549
CUST_2405,Ciclope,Yes,4,6,9,221,8,7,12,5,302,-0.602465833,7.600934379346326
CUST_2406,Unicorn,Yes,5,4,5,5,20,3,17,8,526,0.3022923993733822,6.660772394936079
CUST_2407,Yeti,No,7,4,9,13,15,1,8,9,401,1.206434926763569,5.039175618
CUST_2408,Unicorn,Yes,1,4,9,81,2,1,15,8,398,-0.756921145,4.326190953120817
CUST_2409,Yeti,No,7,6,10,12,20,3,9,6,416,0.2000998090732957,0.034384628
CUST_2410,Griffin,Yes,5,1,3,56,12,3,2,5,464,-1.213761015,1.0306797337986795
CUST_2411,Dragon,Yes,5,6,1,6,14,5,15,6,619,1.0784679752998905,2.7767735887963934
CUST_2412,Ciclope,Yes,6,6,4,2,17,8,6,7,413,-1.104572768,1.5210795622948516
CUST_2413,Unicorn,Yes,4,5,4,4,4,3,14,4,526,0.5038285640245402,2.270808164162277
CUST_2414,Ciclope,No,8,5,1,4,5,5,12,4,210,-0.384455878,1.474325188501996
CUST_2415,Griffin,No,7,7,2,2,6,2,19,5,589,0.1166188850552482,6.853070630297497
CUST_2416,Yeti,No,4,6,10,71,17,3,13,7,114,0.6237054670888819,5.666415244271681
CUST_2417,Griffin,No,9,5,7,6,4,0,8,7,149,-1.397071086,2.077691563919521
CUST_2418,Unicorn,No,6,7,3,8,11,3,11,5,896,0.4472724345026767,2.452353261
CUST_2419,Dragon,No,6,3,7,8,5,5,14,4,458,1.1867481628172931,13.690366991894178
CUST_2420,Griffin,No,8,4,7,4,13,0,13,5,654,0.8677611966466768,11.075447582761337
CUST_2421,Unicorn,No,1,5,5,53,14,1,10,2,121,-1.48138101,2.447661495981977
CUST_2422,Dragon,Yes,6,3,4,9,19,5,14,5,110,-0.557549193,3.867577117632082
CUST_2423,Unicorn,Yes,4,3,5,149,10,3,8,4,78,-0.518123138,3.875749844360104
CUST_2424,Unicorn,Yes,2,7,10,8,11,3,16,7,754,-2.719548653,2.350375300238708
CUST_2425,Unicorn,No,4,7,3,18,20,0,0,6,275,0.5039760732765391,2.014013428541672
CUST_2426,Dragon,No,5,4,10,8,4,5,12,3,323,1.1166226317453063,3.895858160262876
CUST_2427,Unicorn,Yes,7,5,3,56,2,0,7,6,137,0.051961983,2.484407679312198
CUST_2428,Ciclope,Yes,6,5,9,50,8,8,2,4,842,-1.107857926,1.270879544992416
CUST_2429,Ciclope,No,4,8,3,6,5,8,8,4,732,-2.079451188,3.621494738693394
CUST_2430,Yeti,No,7,6,3,66,11,3,7,4,636,-0.469266149,2.146692291342162
CUST_2431,Ciclope,No,5,7,8,98,19,5,10,4,717,0.6922054249904365,2.336814624376268
CUST_2432,Dragon,Yes,3,2,8,17,9,5,1,4,335,-1.059704863,8.297041952813485
CUST_2433,Ciclope,Yes,5,5,4,25,12,8,5,6,330,-0.714686914,8.534807151456528
CUST_2434,Griffin,Yes,5,4,8,36,4,3,3,2,339,0.088163272,4.186076423754158
CUST_2435,Yeti,No,5,4,5,9,18,1,10,10,589,-0.629983273,2.3838408137705454
CUST_2436,Dragon,No,7,4,3,14,16,7,6,6,229,-0.835813364,1.1527606696310873
CUST_2437,Yeti,Yes,1,5,5,2,16,1,14,7,399,-0.300910197,2.014356951481601
CUST_2438,Ciclope,Yes,2,5,9,2,13,8,2,1,249,0.8907015798959661,3.642821403409888
CUST_2439,Ciclope,No,4,8,3,5,4,6,0,4,246,-1.627195566,0.5409865769162574
CUST_2440,Yeti,Yes,6,2,6,16,2,2,19,4,855,-0.104757659,2.2882697122290083
CUST_2441,Unicorn,Yes,5,5,5,43,10,0,11,6,446,-0.871059449,0.9565563582250672
CUST_2442,Griffin,No,6,4,1,6,15,1,1,4,433,0.1004789533382333,3.014658191314945
CUST_2443,Ciclope,Yes,6,5,6,37,2,7,6,7,582,1.2799444313771586,6.677048783097298
CUST_2444,Dragon,Yes,4,7,4,25,17,9,2,2,945,-0.490342066,1.2413975204557572
CUST_2445,Yeti,No,6,6,3,18,17,1,3,9,644,-0.355411637,2.360318596
CUST_2446,Yeti,No,3,4,1,22,11,3,19,7,561,-0.882350062,4.760008997019886
CUST_2447,Ciclope,No,3,5,8,10,20,9,7,6,926,0.5906187338288146,5.891226394640407
CUST_2448,Griffin,No,3,8,7,26,17,3,13,3,844,-0.645924666,3.0776562018041504
CUST_2449,Unicorn,Yes,4,5,4,12,11,0,15,3,209,1.2426314559077265,6.129050628390161
CUST_2450,Unicorn,Yes,3,5,2,25,16,1,10,6,932,-0.668393383,3.2205177575558803
CUST_2451,Unicorn,Yes,5,3,7,12,14,1,13,4,228,-0.653539516,3.6389747336052807
CUST_2452,Griffin,Yes,6,5,9,37,3,0,4,2,926,-1.030977381,3.763434134067788
CUST_2453,Ciclope,No,8,7,8,109,20,6,15,3,337,0.245440912,2.870270168070865
CUST_2454,Unicorn,Yes,3,6,2,236,2,3,8,8,529,0.3576229991380728,1.0804423715432263
CUST_2455,Dragon,No,1,8,1,4,14,7,11,8,541,1.376903503446939,2.7605389106377007
CUST_2456,Yeti,Yes,0,4,9,44,20,3,15,8,228,0.4246263591541958,3.058617439
CUST_2457,Ciclope,Yes,5,4,3,83,19,5,6,8,425,-0.541172256,3.748198411139413
CUST_2458,Yeti,No,7,4,1,7,2,3,1,6,457,-3.46792273,2.091936476418388
CUST_2459,Griffin,No,4,4,4,53,19,1,17,4,784,2.687981182252391,1.3784247005582182
CUST_2460,Dragon,Yes,4,4,8,16,19,9,20,6,832,-0.243134945,1.6824735113644167
CUST_2461,Griffin,No,7,8,9,40,10,1,18,4,838,-0.923949207,2.520928857564559
CUST_2462,Dragon,Yes,2,4,1,48,15,5,7,5,1091,-1.529000367,3.618316982213126
CUST_2463,Dragon,Yes,4,5,8,57,3,8,9,4,390,-2.530238712,5.537722844971835
CUST_2464,Griffin,Yes,4,2,6,43,19,3,1,3,1008,-1.372764098,8.332441974949399
CUST_2465,Unicorn,Yes,4,2,6,1,11,3,16,1,611,0.7454416361423646,0.2392364361423382
CUST_2466,Ciclope,Yes,2,3,2,27,7,8,2,1,50,0.073753789,3.957953749199328
CUST_2467,Dragon,Yes,6,7,3,36,6,8,6,10,783,0.001293013,1.1324314721121016
CUST_2468,Ciclope,No,7,8,10,8,18,5,9,3,435,-0.709671354,0.8353673177135146
CUST_2469,Griffin,No,6,7,7,20,7,2,15,1,726,-0.34316055,3.1559310486786334
CUST_2470,Unicorn,Yes,3,8,5,14,5,0,11,4,387,-0.077261409,1.8735496673462064
CUST_2471,Ciclope,Yes,4,6,7,17,9,8,17,6,879,1.2341544425500477,2.632669742618121
CUST_2472,Unicorn,Yes,5,6,7,7,19,0,15,2,50,-0.88360134,4.358584876007229
CUST_2473,Griffin,Yes,5,5,7,22,13,1,6,2,686,-0.56194755,1.3618090570963457
CUST_2474,Griffin,Yes,8,5,10,7,16,0,18,4,626,-0.136567251,13.707080454882128
CUST_2475,Griffin,No,6,7,10,30,13,1,17,5,419,0.1795622995311418,0.4011703516890568
CUST_2476,Yeti,No,7,3,10,18,3,3,14,6,393,1.0560748990592617,8.876771786388058
CUST_2477,Unicorn,Yes,4,4,5,9,8,1,15,3,507,0.011874279,4.406491171880401
CUST_2478,Yeti,No,5,3,5,12,9,0,11,5,376,0.085548397,2.0119719725505467
CUST_2479,Griffin,Yes,4,3,6,28,1,0,16,1,273,0.927858203,1.0438779227475812
CUST_2480,Unicorn,No,5,4,1,5,8,1,7,7,453,-2.105553098,9.969833905857332
CUST_2481,Ciclope,Yes,7,8,10,30,5,6,12,4,633,-0.417229512,0.8300185831574179
CUST_2482,Griffin,Yes,7,6,8,87,19,0,10,6,890,0.5925480606782746,2.3063133046420923
CUST_2483,Ciclope,Yes,5,8,1,19,2,5,19,3,375,-2.247757128,1.0081772053737903
CUST_2484,Yeti,No,5,4,6,12,6,1,17,8,639,-0.077662097,3.2361598250901715
CUST_2485,Unicorn,No,6,5,4,53,3,0,1,3,336,0.1067816402656505,1.5082379473609833
CUST_2486,Dragon,No,5,7,2,60,16,6,3,8,315,0.7319973027775348,2.3669231457976254
CUST_2487,Yeti,Yes,4,4,9,36,19,1,7,9,657,0.06700306,10.553732264778382
CUST_2488,Dragon,Yes,6,3,2,23,14,5,16,3,210,-0.364271956,4.413546285883249
CUST_2489,Dragon,Yes,5,7,6,95,20,7,1,4,1218,-0.891931824,3.859013142769975
CUST_2490,Ciclope,Yes,8,6,6,29,13,8,7,5,590,-0.16387854,6.456296588347414
CUST_2491,Unicorn,Yes,4,5,6,45,14,1,15,0,550,-1.157398941,1.3441119253130185
CUST_2492,Ciclope,Yes,2,6,6,186,13,5,8,0,335,0.040056735,1.336512047
CUST_2493,Griffin,Yes,7,2,7,58,5,0,17,6,690,0.445233283,3.678710863794914
CUST_2494,Griffin,Yes,4,3,9,8,7,3,20,6,1327,0.7820272865766782,0.3056202457488017
CUST_2495,Yeti,Yes,4,5,1,6,18,2,6,5,273,-0.245761377,9.314300052507274
CUST_2496,Unicorn,Yes,2,6,6,18,2,3,8,2,50,-1.092677944,2.5286689839588763
CUST_2497,Dragon,Yes,5,6,2,58,14,5,8,5,74,0.2830804421544075,3.3525225802912577
CUST_2498,Griffin,No,3,4,6,29,13,0,11,4,735,-0.206615541,0.4551729481548415
CUST_2499,Griffin,No,1,3,7,17,10,3,3,3,286,1.929541681895048,4.182180463816392
CUST_2500,Dragon,No,5,6,2,25,7,9,14,5,299,-0.361615332,3.931444107469272
CUST_2501,Yeti,No,1,3,10,19,20,1,5,5,666,1.0342566814925251,5.375576329886531
CUST_2502,Griffin,Yes,2,6,8,9,10,3,19,2,125,0.1909743923342819,8.920019839264238
CUST_2503,Ciclope,Yes,5,3,4,35,11,5,8,4,405,0.3483330750050771,3.816024953199223
CUST_2504,Griffin,Yes,3,4,2,5,13,1,15,4,607,-0.86036951,3.4756265715218846
CUST_2505,Unicorn,Yes,4,8,2,12,7,3,6,4,240,1.4006316453424072,2.2818847609843624
CUST_2506,Unicorn,Yes,9,7,2,12,9,1,17,5,950,-1.235660455,4.635805433435495
CUST_2507,Griffin,Yes,4,7,1,21,17,3,9,1,553,-0.363414505,5.359154351144503
CUST_2508,Yeti,No,4,4,7,11,8,0,8,4,515,1.2510430790625149,7.192841140509889
CUST_2509,Ciclope,Yes,6,5,7,53,6,5,19,5,561,-0.273307005,5.084326545
CUST_2510,Unicorn,Yes,4,3,3,1,12,1,11,8,718,-1.953191757,3.062139699093088
CUST_2511,Dragon,Yes,3,5,5,16,1,8,14,4,50,0.1491357721846808,1.3426573026173787
CUST_2512,Ciclope,Yes,5,7,4,16,2,6,5,4,103,0.1282511280045573,4.768961982299887
CUST_2513,Griffin,Yes,6,5,10,4,11,3,17,3,1060,-0.231767483,4.880326711881177
CUST_2514,Yeti,Yes,3,4,2,102,20,3,13,5,594,0.9019129171731226,14.135998276184312
CUST_2515,Dragon,Yes,2,8,8,14,9,5,6,5,50,-0.807238236,1.383444238915701
CUST_2516,Yeti,Yes,4,4,9,9,10,0,10,5,288,-2.151657192,1.4719718625101392
CUST_2517,Unicorn,No,1,8,7,70,5,3,11,3,781,0.1331189481138087,9.544393550974265
CUST_2518,Dragon,No,5,7,3,9,12,5,19,3,338,-0.040877109,7.585903511393372
CUST_2519,Griffin,No,3,3,3,8,7,3,8,3,617,1.707403659505137,7.3903517609400335
CUST_2520,Dragon,No,7,5,10,8,18,8,12,5,387,0.8716108189462531,3.817639143775147
CUST_2521,Ciclope,No,3,2,6,16,8,8,9,4,425,0.4581520110275345,6.739862477867531
CUST_2522,Griffin,No,6,3,7,23,20,3,2,3,507,-0.566576675,4.121127207687787
CUST_2523,Ciclope,Yes,3,5,2,26,15,8,2,2,369,-0.855582646,5.3365753540639504
CUST_2524,Unicorn,Yes,3,8,8,10,6,3,18,3,627,-0.625635426,4.740243227634143
CUST_2525,Yeti,No,4,4,2,6,3,0,6,8,613,-2.274208636,2.8651613660075705
CUST_2526,Dragon,Yes,4,2,4,47,19,6,18,5,541,-1.255812003,2.5929992831342545
CUST_2527,Unicorn,Yes,6,4,5,34,4,0,17,3,387,0.4279598172290931,0.2353078043260811
CUST_2528,Dragon,Yes,4,5,10,24,10,8,1,4,414,-0.060767101,0.4068388905884179
CUST_2529,Griffin,No,3,6,5,8,14,2,7,3,50,-1.558560174,2.530504141132728
CUST_2530,Dragon,No,5,8,8,7,5,6,12,3,549,-0.158366869,8.908350732170259
CUST_2531,Yeti,No,5,6,2,8,13,0,17,10,516,0.4394920615962387,4.875296287330671
CUST_2532,Dragon,No,4,8,6,25,11,8,4,4,249,-0.815801746,3.315960624009744
CUST_2533,Dragon,Yes,3,5,6,22,12,8,3,4,231,0.6638035249272585,7.089323000702738
CUST_2534,Ciclope,Yes,5,6,2,6,8,6,9,6,276,0.863059832,0.4980151693690122
CUST_2535,Yeti,No,0,5,5,29,3,1,12,6,50,0.1775617848343248,4.3381147125731765
CUST_2536,Dragon,No,4,5,3,133,17,6,19,2,672,0.4512120466495388,3.2393960963895974
CUST_2537,Ciclope,Yes,0,3,3,3,1,5,6,9,166,-1.031361709,3.8409896432245234
CUST_2538,Unicorn,No,4,8,6,5,5,3,8,3,499,-0.329843287,4.467747811511788
CUST_2539,Ciclope,Yes,9,3,3,32,13,7,13,0,196,-0.145969271,1.406327200107763
CUST_2540,Ciclope,No,6,5,4,30,5,5,17,8,368,-0.57350129,2.6532105889241984
CUST_2541,Ciclope,Yes,4,7,5,88,12,5,3,8,453,-0.25974759,2.243678815997181
CUST_2542,Griffin,Yes,6,3,3,89,11,3,0,3,172,-0.39200166,4.987617634071047
CUST_2543,Griffin,Yes,2,5,1,83,2,1,9,4,1125,-2.487019984,1.386217727763693
CUST_2544,Dragon,Yes,5,7,3,82,4,7,1,3,657,0.1241358523604109,7.7646308801923425
CUST_2545,Griffin,Yes,2,2,2,47,8,1,14,2,385,-0.355740663,2.5734256599398333
CUST_2546,Dragon,No,4,5,7,180,14,5,16,3,314,0.7754616414516544,3.439363580536375
CUST_2547,Yeti,Yes,2,5,5,79,4,1,5,8,50,-1.002021914,6.816349575638513
CUST_2548,Griffin,Yes,9,5,9,51,19,1,18,5,498,-0.082955995,4.661059507525506
CUST_2549,Yeti,Yes,2,1,9,47,13,1,1,4,343,-0.150343087,6.056738710757144
CUST_2550,Ciclope,Yes,5,5,6,18,3,5,5,2,640,0.8282851744637874,1.851894165289809
CUST_2551,Yeti,Yes,2,3,8,500,4,0,13,5,937,0.6278890354074209,5.339521593588126
CUST_2552,Yeti,Yes,7,7,10,26,11,1,16,7,199,0.2477841599713559,3.9892506047429626
CUST_2553,Unicorn,Yes,3,8,9,4,4,1,10,1,948,0.7910624974211108,7.300122983156012
CUST_2554,Dragon,Yes,3,7,9,42,17,5,17,7,333,0.6410747666766899,2.4104071135509004
CUST_2555,Ciclope,No,4,6,5,6,4,5,16,6,605,1.2454848080497616,2.2380798090998817
CUST_2556,Unicorn,No,4,5,10,3,19,2,0,5,861,-2.299640535,5.403229192981389
CUST_2557,Griffin,Yes,6,5,2,28,2,0,12,5,510,0.039130998,3.0954251646075392
CUST_2558,Unicorn,No,3,6,3,94,5,1,2,2,926,-0.092296808,2.461226660810798
CUST_2559,Unicorn,Yes,4,8,8,34,8,3,12,6,621,1.2834806214733174,2.0614587278509724
CUST_2560,Yeti,No,4,6,3,25,2,3,16,8,638,-0.352403936,3.183671795510208
CUST_2561,Yeti,Yes,6,4,1,42,2,3,5,7,198,-0.761589517,1.5835475745590477
CUST_2562,Ciclope,Yes,3,4,2,48,17,5,5,6,711,-1.95805013,2.891767256748559
CUST_2563,Ciclope,Yes,8,7,4,32,9,8,16,1,583,0.7086083244224691,3.612342755383846
CUST_2564,Unicorn,Yes,6,5,8,21,4,3,7,7,449,-0.7302114,1.2737491901630993
CUST_2565,Griffin,Yes,5,5,10,13,1,0,1,3,211,-1.628793163,5.590861652461298
CUST_2566,Ciclope,No,3,3,10,20,17,5,6,3,407,0.6997476107326407,0.2495148228864232
CUST_2567,Ciclope,No,4,8,8,9,19,6,12,3,517,-0.655812221,5.935949192664073
CUST_2568,Yeti,No,4,6,5,14,15,3,17,7,292,-1.064984736,3.912409752883897
CUST_2569,Yeti,Yes,4,6,9,27,13,1,1,5,50,0.3056617256537892,6.1137412010597245
CUST_2570,Unicorn,No,6,7,4,44,6,2,17,2,50,0.6175520538712814,3.7787230460849432
CUST_2571,Ciclope,No,3,2,10,6,10,7,7,6,524,-0.139941953,2.581989659929484
CUST_2572,Yeti,Yes,6,4,8,15,7,2,18,3,423,-1.470069151,1.4127326564551488
CUST_2573,Unicorn,Yes,3,5,6,7,5,0,0,3,662,1.3847731951770192,1.539201444009607
CUST_2574,Dragon,No,4,4,7,27,12,8,13,7,612,1.7159223852524506,0.5142772499232182
CUST_2575,Yeti,Yes,6,6,6,64,13,3,14,8,401,1.3689330136599842,1.1716120673101358
CUST_2576,Griffin,No,6,7,8,68,16,3,17,3,835,1.6784543569137884,3.151862534389606
CUST_2577,Ciclope,No,2,5,1,66,16,9,11,2,365,-0.278414818,4.11043618
CUST_2578,Yeti,Yes,6,4,9,154,20,3,16,2,795,0.1235914323205401,3.692753063052435
CUST_2579,Griffin,Yes,3,5,8,33,15,3,2,10,328,-0.991663482,1.0431250194070412
CUST_2580,Griffin,Yes,8,8,7,35,17,2,9,4,50,-0.615043136,1.6905808782074772
CUST_2581,Unicorn,Yes,6,3,2,16,14,1,10,5,438,-0.913090159,5.886170063641607
CUST_2582,Griffin,No,6,5,8,31,14,2,20,4,794,1.907893744334876,0.1930973283233699
CUST_2583,Unicorn,Yes,3,2,6,3,6,3,12,6,280,-0.259499634,3.094922882945317
CUST_2584,Ciclope,Yes,10,3,6,4,5,5,14,4,333,-0.405980179,3.731923472896976
CUST_2585,Unicorn,No,8,8,5,14,11,0,20,5,652,1.2539667387995506,6.056506786966203
CUST_2586,Dragon,Yes,5,4,5,26,19,8,19,1,300,-0.167506169,6.810976723452009
CUST_2587,Yeti,Yes,4,2,4,17,9,3,8,5,642,1.0213041547117725,6.488551762844309
CUST_2588,Dragon,Yes,3,2,7,5,11,7,17,0,540,0.005509089,1.1815785854107366
CUST_2589,Dragon,Yes,3,3,1,23,10,5,18,1,454,-0.14952935,4.083592470443234
CUST_2590,Dragon,No,3,2,7,20,10,8,5,7,217,-0.027320345,0.3597091503392801
CUST_2591,Unicorn,Yes,5,3,7,46,10,0,17,4,530,0.7418985463710377,3.534737036097701
CUST_2592,Griffin,Yes,7,6,6,40,14,3,11,2,463,-0.369036421,1.7716581240741154
CUST_2593,Yeti,No,4,4,2,43,12,3,19,7,582,0.5918952140330678,11.371256819204936
