customer_id,creature_type,flight_status,dance_disaster_rating,ticklish_level,eyesight,age,number_of_policies,fire_power_level,soda_likeness_rate,snack_obsession,creature_cost,hearing_score,rage_outburst_score,risk
C3098E,Yeti,Yes,7,4,10,5,9,2,3,8,813,1.061313945,3.635498026,0
C9991E,Unicorn,No,3,6,5,53,3,0,0,3,438,0.676211835,4.902708515,0
C5018M,Ciclope,No,7,3,10,98,14,7,6,5,868,-1.221301725,4.310041393,1
C7111V,Yeti,Yes,5,6,2,67,,1,9,8,510,0.596480367,15.97078387,0
C6021T,,Yes,1,4,5,69,15,3,8,7,732,-0.828308416,5.284696034,1
C6099L,Unicorn,Yes,5,6,10,8,4,0,6,5,357,0.003792541,1.622197699,0
C2419F,Dragon,No,4,2,6,25,,5,16,2,868,-1.177122356,9.600539858,1
C4891B,,Yes,5,3,10,16,6,3,0,3,678,-0.51233674,1.435859441,0
C3846M,Yeti,Yes,3,7,2,12,14,3,2,9,212,-0.268663471,5.21306673,1
C5253V,Dragon,No,3,4,7,11,,5,20,6,797,-0.995198396,7.563791439,1
C9707S,Ciclope,Yes,5,1,5,46,5,5,14,5,88,1.478169521,7.018205069,1
C1715K,Yeti,No,2,4,9,145,11,3,4,8,580,0.411071387,1.469083002,0
C7568P,Dragon,No,5,5,1,82,4,8,3,7,430,0.312381683,4.131943294,1
C5119L,Unicorn,No,6,8,8,12,3,3,2,1,1024,1.154919099,4.717668444,0
C4653P,Unicorn,No,5,8,1,49,,3,19,4,772,-0.602369606,1.431850522,1
C2608N,Unicorn,Yes,5,5,1,21,2,3,0,2,912,0.436093949,8.084916329,0
C2852R,Dragon,No,6,2,5,46,18,8,19,2,443,-0.0425035,2.137960329,1
C8781N,Yeti,No,7,5,7,109,10,0,16,9,652,-0.301276927,0.649425262,1
C4487Y,Dragon,Yes,6,4,5,4,9,5,6,5,50,-3.258480611,4.974706108,1
C6936L,Yeti,No,5,2,3,10,5,1,9,7,286,-0.773209665,2.593828192,0
C1259A,Griffin,Yes,7,5,4,68,,2,14,3,127,-0.736835215,1.835494534,1
C2993G,Yeti,Yes,7,4,8,3,11,0,17,6,484,0.122108795,11.20546046,0
C7491N,Ciclope,No,5,5,6,11,9,5,20,7,845,0.706070348,1.726314278,0
C9998O,Yeti,Yes,2,2,10,6,2,1,1,10,512,1.299944858,2.948724061,0
C9127O,Griffin,No,2,4,6,15,,1,6,3,512,-0.595616559,4.799278367,1
C4223S,Dragon,No,4,5,3,33,,5,10,4,1144,-0.494261999,3.695949254,1
C5044H,Yeti,Yes,4,2,6,23,12,2,9,6,592,0.718293503,2.913605583,1
C5258R,Unicorn,Yes,0,3,8,56,2,0,19,5,214,1.454254951,0.655012454,0
C4379S,Yeti,Yes,1,2,3,122,13,3,7,5,811,-0.041603597,2.899688502,1
C9825K,Dragon,No,7,6,4,6,1,7,10,7,598,0.33443467,3.218940789,0
C3656K,Yeti,Yes,7,2,1,22,16,2,10,7,507,0.805329589,4.391063905,1
C8543E,Ciclope,Yes,7,6,4,73,1,5,7,0,50,1.376111462,3.012260318,1
C9762K,Dragon,Yes,4,2,10,10,11,7,15,4,481,-0.034322158,3.703328304,1
C8573U,Yeti,Yes,6,1,5,14,12,1,17,8,727,-0.126664713,5.28846092,1
C8051X,Yeti,No,5,1,8,39,5,3,0,6,747,-0.943862707,9.889676395,0
C2663P,Unicorn,No,5,6,8,41,20,0,3,5,472,-1.569752695,0.225387256,1
C1890H,Unicorn,Yes,6,6,2,17,2,2,7,6,653,-1.284155259,2.211321202,0
C1365R,Yeti,Yes,4,6,10,37,17,0,20,3,270,0.793504583,2.7129233,1
C6468T,Unicorn,No,4,4,7,19,9,3,3,6,634,-1.175637521,1.342891319,0
C2585I,Yeti,Yes,8,5,5,35,7,0,16,7,534,-0.003821442,8.233409029,0
C7086V,Dragon,Yes,4,6,6,18,9,7,7,3,651,0.364308938,5.385532283,1
C8970B,Dragon,Yes,8,6,10,6,1,6,8,7,423,-0.921012969,8.200173349,0
C4622A,Unicorn,Yes,4,3,7,449,11,3,13,6,674,-0.493081781,0.46737162,1
C8365D,Unicorn,Yes,3,5,1,7,2,2,0,4,282,0.097663867,1.628375159,0
C8398E,Ciclope,Yes,1,7,9,11,10,8,12,2,802,1.00522369,2.931672933,0
C1138W,Ciclope,Yes,6,7,3,43,9,5,0,3,539,0.621541474,2.011971973,1
C4948L,Griffin,Yes,2,5,7,11,18,1,11,3,822,-0.720668623,3.597337173,1
C6819H,Ciclope,No,3,4,8,20,9,6,18,6,205,-0.320560096,7.244549006,0
C7216L,Yeti,Yes,6,6,5,17,10,2,3,8,778,0.104959552,0.558243666,1
C3453K,Yeti,No,5,4,8,30,10,0,6,8,650,0.287333951,3.25703825,0
C1055H,Unicorn,Yes,2,7,2,21,8,3,16,2,459,0.489906134,2.467420193,0
C6322D,Griffin,Yes,4,7,3,7,11,3,1,4,637,-1.27287086,7.554724386,0
C2066R,Unicorn,Yes,6,4,5,17,,1,1,6,850,-0.407088927,1.489878518,0
C4853D,Unicorn,No,6,5,7,11,9,3,12,6,1227,-0.92329949,2.301382077,0
C7729U,Unicorn,No,7,4,2,66,4,0,4,4,1104,0.00322372,9.434851608,0
C1312F,Unicorn,Yes,3,5,10,80,5,0,18,4,745,-1.30722791,2.568204974,0
C4332T,Dragon,No,4,7,3,6,16,5,17,4,856,-0.403204348,1.471664126,1
C1666U,Griffin,Yes,6,7,8,63,16,3,5,4,920,0.801919106,1.693042447,0
C3874D,Unicorn,No,5,8,6,37,19,2,20,2,424,-0.695564926,2.221992201,1
C8769C,Unicorn,Yes,6,7,6,3,11,1,17,5,505,0.529063152,11.22599249,0
C2166Y,Yeti,No,2,4,6,35,10,0,0,7,484,-1.436823961,2.562212009,0
C5675M,Yeti,Yes,7,6,6,9,18,2,18,4,247,-0.960722385,8.131897548,0
C7185Q,Dragon,No,4,7,2,50,10,6,9,3,568,-0.845959444,2.060483863,1
C6521A,Ciclope,No,4,5,1,24,8,6,15,2,50,-1.480456504,2.186637428,0
C5965H,Yeti,Yes,5,3,5,8,1,2,2,7,801,0.786724894,4.667626008,0
C8268N,Unicorn,Yes,5,7,3,55,20,1,6,1,546,-0.491464618,2.887476973,1
C2113X,Unicorn,Yes,5,8,7,35,7,2,18,5,50,-0.716559824,3.35851528,0
C3558H,Griffin,No,8,7,1,38,6,1,8,8,350,-0.245253291,16.96558866,0
C9425U,Yeti,Yes,7,3,4,30,16,1,3,8,560,-0.192808919,4.231653022,0
C8734R,Yeti,No,6,3,8,9,,0,8,7,50,0.452194598,2.303382608,1
C9193C,Unicorn,No,2,7,2,48,7,1,18,4,608,-1.956712893,0.918757734,0
C6399H,Dragon,Yes,8,7,9,410,15,9,16,1,459,-1.537833036,2.044531123,1
C4585G,Unicorn,No,7,6,4,9,18,0,20,2,355,-0.673554538,2.144172513,1
C2845L,Yeti,No,3,3,3,2,8,3,11,7,272,0.806110081,1.446520455,0
C9263Q,Dragon,Yes,4,3,3,122,14,5,12,4,884,2.463274093,2.212269563,1
C4143L,Unicorn,No,3,5,2,7,20,1,17,4,563,-2.508928987,2.118733608,0
C5767G,Unicorn,No,4,2,1,27,,2,2,4,152,-0.920458206,3.30216228,1
C5690S,Unicorn,Yes,5,3,10,8,13,3,13,1,323,-0.52790189,5.91435352,0
C3188P,Dragon,No,5,5,10,23,9,9,19,4,509,-1.495814145,5.893181886,1
C7374N,Dragon,Yes,8,1,7,23,8,9,15,5,815,0.822558806,2.874814807,1
C3627O,Dragon,Yes,5,5,10,26,,5,10,6,398,-0.306831475,2.797907982,1
C8138F,Ciclope,Yes,0,5,10,15,2,9,9,5,884,0.13090504,2.782391682,0
C6171R,Dragon,Yes,3,8,10,5,,9,11,4,965,-0.164478288,8.125171074,1
C3893K,,Yes,7,8,10,90,17,1,18,10,1152,-0.715813753,0.634300831,1
C8998J,Griffin,No,8,6,8,12,2,3,19,6,208,0.047070672,7.249260429,0
C6383D,Griffin,No,1,5,5,23,6,2,10,7,458,-1.798090482,1.889805927,0
C9332P,Dragon,No,3,9,1,13,10,5,18,4,1284,0.02738849,0.205551079,0
C7842P,Ciclope,Yes,6,3,6,44,7,6,1,7,761,-1.491052019,3.998615468,1
C4199I,Unicorn,Yes,4,2,5,43,2,3,5,5,337,0.321790251,7.443849944,0
C7310W,Griffin,No,6,5,8,63,,2,12,6,376,1.225868668,0.633997751,1
C2148V,Yeti,No,10,7,1,7,1,0,1,2,167,0.87063221,8.566064864,0
C8469C,Unicorn,Yes,3,6,10,8,,0,1,5,797,-0.831909433,0.177509913,0
C1973S,Ciclope,Yes,2,8,4,3,11,7,0,4,1094,-1.858942427,2.776773589,0
C8584K,Yeti,Yes,7,7,5,15,19,1,10,9,552,1.854646724,3.817639144,1
C6765Z,Ciclope,No,5,6,4,54,5,8,17,7,211,0.866110761,5.829312969,0
C3904F,Dragon,Yes,4,6,1,177,5,6,20,7,556,0.752926725,1.682176765,1
C9923H,Ciclope,No,6,6,7,5,8,5,5,4,73,0.698476776,2.568318945,0
C5252L,Yeti,Yes,5,3,6,17,11,3,18,6,612,0.454897785,0.310820809,1
C5708G,Unicorn,Yes,4,7,7,17,17,3,11,8,772,-0.135456748,3.265551716,1
C7110R,Dragon,No,3,8,2,27,3,7,1,7,164,1.665698963,13.16765143,0
C2804M,Unicorn,No,4,4,10,42,15,2,14,6,50,0.030488916,7.399437689,0
C1516F,Dragon,Yes,4,5,7,4,16,7,11,6,50,0.141330627,2.45219085,1
C9883N,Ciclope,Yes,4,4,5,22,,5,7,4,433,-0.408515542,1.470556082,0
C6603X,,Yes,0,8,3,29,14,5,7,4,246,-1.233055738,2.084857441,1
C7422U,Yeti,Yes,5,6,8,49,19,0,3,8,186,0.123717452,0.576124851,1
C7407M,Dragon,No,6,5,5,12,6,7,8,6,973,-0.403702359,1.501979642,0
C6692H,Ciclope,Yes,6,9,8,24,8,5,10,0,221,-1.923352692,3.702723359,0
C9012E,Griffin,Yes,2,5,10,9,11,0,13,6,420,-0.647934812,2.623970247,0
C8956W,Unicorn,No,7,4,6,16,8,0,2,1,568,-1.041232192,5.119729412,1
C2280S,Griffin,No,4,1,7,13,19,0,15,7,366,0.913437105,2.667967945,1
C9906O,Dragon,Yes,0,7,4,34,18,7,5,5,246,0.359964594,8.238661897,1
C4062W,Griffin,Yes,4,5,1,126,18,0,19,4,762,-1.848617654,1.362987311,1
C5612D,Unicorn,Yes,1,4,3,24,2,3,1,6,97,-0.160901604,0.393030292,0
C3243R,Ciclope,No,5,3,1,68,6,9,19,2,532,0.582196193,2.572108753,1
C5097F,Ciclope,No,4,3,7,82,5,8,2,3,535,0.219831024,6.85701463,1
C8190D,Unicorn,Yes,3,2,2,16,7,3,6,2,944,0.36407228,6.169214965,1
C2971M,Yeti,Yes,6,2,7,19,20,1,14,6,691,1.491500462,3.776767293,1
C1355K,Dragon,Yes,5,3,1,33,10,6,17,3,431,1.796544178,1.142778912,1
C9188Y,Dragon,Yes,7,8,1,11,7,5,5,8,819,1.065347699,3.537235649,1
C8846I,Unicorn,No,3,4,3,7,5,2,16,1,242,-2.193060562,4.081879673,0
C1583V,Unicorn,No,8,6,9,26,16,1,19,2,337,0.925028962,2.34083337,1
C4359T,Unicorn,Yes,1,6,2,28,16,2,11,5,538,1.22003772,3.93690653,1
C2072R,Yeti,Yes,3,7,5,13,,0,4,4,95,2.053331166,1.518555466,0
C6276X,Yeti,Yes,5,1,7,32,11,0,6,3,851,-0.872466203,3.151003103,0
C1917K,Dragon,Yes,8,2,10,43,,7,15,6,417,-1.775078308,5.887178148,1
C9908K,Unicorn,Yes,5,3,10,12,8,0,19,5,82,-0.09572428,0.73503388,0
C6921E,Ciclope,No,8,8,3,14,17,6,5,2,282,-0.67346474,2.880970673,1
C7554H,Unicorn,Yes,5,4,1,49,12,0,7,6,394,0.478498026,3.743902399,0
C6149W,Yeti,Yes,3,5,6,13,7,1,18,7,112,0.569959149,7.033894688,0
C6948M,Unicorn,No,7,5,2,10,12,3,10,8,593,-0.899244132,6.306075943,1
C2710I,Dragon,No,3,1,4,12,5,9,9,2,639,-2.106142972,8.489031635,1
C8642F,Griffin,No,6,5,4,17,8,2,16,3,582,-0.96930153,8.112661285,1
C6906M,Griffin,Yes,7,3,6,42,2,0,14,6,398,-0.52147996,2.044403735,0
C3887S,Unicorn,Yes,6,4,5,9,,1,6,5,900,1.079251836,0.734292794,0
C4258H,Dragon,No,8,6,1,4,1,5,1,6,664,-0.239587774,3.118671598,1
C5762T,Dragon,Yes,9,3,4,74,4,8,6,6,533,-0.419162146,6.917032287,1
C8776Q,Dragon,Yes,4,8,10,12,4,5,13,2,245,0.360033607,2.3503753,0
C6957U,Dragon,Yes,8,3,1,2,8,5,11,7,50,1.216145055,3.351674218,1
C3422G,Yeti,No,4,5,3,33,,0,17,10,277,0.112641554,4.027110638,1
C5355Q,Dragon,Yes,2,6,4,7,,5,6,6,259,-0.716330151,2.184000781,1
C6813D,Unicorn,Yes,8,3,4,3,,0,5,7,273,1.899675751,11.16322828,1
C8024J,Dragon,Yes,2,3,7,16,15,5,10,10,50,0.694425342,7.891110578,0
C8894S,Unicorn,Yes,1,5,1,30,13,0,14,3,227,0.804555947,1.10723894,1
C9845Q,Yeti,No,6,8,5,19,1,1,5,4,50,-1.816450266,4.264704779,1
C5746E,Ciclope,No,3,5,4,4,17,5,19,6,383,-0.307717884,5.375688891,0
C4587W,Unicorn,No,6,6,8,13,,3,19,3,799,0.170361763,3.039992076,1
C4437B,Unicorn,Yes,7,4,1,63,12,0,16,4,594,0.902581406,0.873674745,1
C3205P,Dragon,No,4,1,9,9,6,9,13,1,149,-0.998107861,2.015187069,1
C6661Z,Dragon,No,7,4,1,19,17,8,9,5,468,0.376784238,2.735148113,1
C9403N,Unicorn,Yes,4,5,3,6,14,0,18,4,1202,0.813131885,2.779171983,0
C5990U,Yeti,No,2,5,1,46,15,3,17,10,566,-0.243964574,0.957637324,0
C1437P,Unicorn,Yes,5,7,3,106,12,1,17,5,606,-0.411232477,7.860810355,1
C5265U,Unicorn,No,0,5,4,48,14,3,11,3,276,-0.074224449,10.0242053,1
C8202R,Dragon,Yes,4,4,2,10,17,5,12,6,50,-0.210010126,5.523263699,1
C6914R,Ciclope,No,4,7,9,31,6,6,2,6,517,-1.142103592,8.409055293,0
C6220F,Griffin,Yes,7,5,8,1,3,3,18,0,312,0.051099601,14.53726666,0
C3560T,Ciclope,Yes,7,6,3,18,,6,4,4,305,-0.125151885,9.40105015,0
C6564G,Griffin,Yes,6,6,9,66,18,1,15,6,57,1.436753974,18.94102079,1
C8899Z,Unicorn,Yes,6,7,1,9,3,3,15,5,987,1.73111687,1.423861375,0
C6634F,Yeti,Yes,4,7,7,73,11,0,17,7,1154,-0.473907403,5.840616461,1
C9443G,Ciclope,No,4,6,6,54,8,9,20,6,624,-0.045438669,4.00205978,0
C4891W,Dragon,Yes,3,3,1,51,3,9,14,4,521,-0.866711243,1.548759626,1
C5685G,Dragon,Yes,5,7,9,6,,7,16,7,672,1.279356188,2.534535718,0
C1720J,Yeti,Yes,4,4,6,17,5,3,9,8,478,-0.447373337,9.567214467,0
C7048S,Ciclope,No,5,6,10,8,12,5,10,6,710,-0.553545644,3.438947584,0
C3006E,Dragon,No,5,5,9,8,6,9,12,2,638,-0.955086608,0.995963587,0
C7312E,Ciclope,No,4,7,10,6,16,5,4,3,241,0.669440426,5.956596382,0
C1578M,Yeti,No,4,5,6,20,3,0,0,5,406,0.263039279,3.39004347,0
C6137G,Dragon,Yes,6,6,3,40,11,5,5,5,671,0.052748314,2.398452354,1
C2900G,Unicorn,Yes,5,7,6,1,16,0,20,4,821,0.767866249,4.486874124,1
C4085A,Ciclope,No,1,7,7,56,20,6,11,6,86,1.137972739,0.580345375,1
C1105J,Unicorn,Yes,4,6,3,10,,1,1,9,486,0.624082326,0.354223158,0
C1179I,Unicorn,Yes,5,5,4,6,16,3,19,5,581,-1.104699619,2.382962632,1
C6227A,Yeti,No,4,5,6,106,14,2,12,6,587,-1.704949386,0.657321437,1
C6559Q,Dragon,Yes,8,2,10,25,4,6,15,5,764,-0.938244813,1.876019581,1
C6159Q,Yeti,No,3,4,9,19,3,1,7,7,386,-1.060219602,4.307039028,0
C8282B,Griffin,Yes,3,6,4,3,20,3,9,5,371,-0.020133169,1.271192419,1
C2519I,Unicorn,Yes,3,4,8,5,5,2,2,5,489,0.680017788,2.410082514,0
C7192W,Dragon,No,3,9,1,34,20,5,14,5,50,-0.569395851,3.086116559,1
C9267P,Ciclope,No,2,5,10,246,,9,7,3,1253,1.894645705,3.160322326,1
C4690K,Ciclope,Yes,4,7,9,30,18,7,19,5,632,-0.871351364,3.509687393,1
C1538M,Yeti,Yes,6,2,4,43,7,3,19,5,387,-0.462835702,0.332841543,0
C5615F,Unicorn,Yes,7,9,2,36,6,1,0,2,939,3.278086205,11.46576376,0
C7910V,Dragon,Yes,4,5,8,5,13,6,8,0,499,0.131304093,3.714359045,1
C3717X,Dragon,Yes,4,3,1,22,20,7,17,4,1096,1.063324639,3.914021716,1
C1963X,Unicorn,Yes,4,6,1,15,8,3,10,3,600,0.552174671,5.875981323,0
C7911F,Unicorn,Yes,4,5,1,22,10,3,19,2,559,-0.283157537,4.153356119,1
C6850I,Griffin,No,3,1,5,14,20,3,15,4,588,-0.880846889,4.979012476,1
C8196E,Dragon,Yes,3,7,9,74,,5,11,5,333,-0.025096025,9.527488131,1
C3203H,Ciclope,Yes,6,5,3,4,1,5,7,7,681,1.937175768,3.524778087,0
C2796I,Dragon,No,3,2,8,31,5,7,16,5,666,-1.374269012,6.24901619,0
C6422Q,Yeti,Yes,9,3,6,14,13,0,5,7,236,-0.705015856,4.999379625,0
C5984E,Griffin,No,7,1,1,20,16,0,7,3,729,-0.047834784,1.358168706,1
C2821X,Griffin,Yes,9,8,10,43,20,3,10,5,658,-1.815594346,14.98594153,1
C3261C,Griffin,Yes,4,5,1,11,5,3,18,4,225,-0.572585094,0.843193513,0
C5085A,Unicorn,No,7,3,7,161,16,1,1,7,452,0.015060544,3.271537645,1
C4083W,Unicorn,Yes,7,5,4,36,11,2,14,4,719,1.478458962,7.194415429,1
C3406S,Unicorn,Yes,10,2,3,3,15,1,13,5,548,0.776434471,0.826983846,1
C5407J,Unicorn,Yes,5,1,10,15,8,2,17,3,458,0.157322243,4.214175042,0
C6953P,Dragon,Yes,5,6,3,14,,5,17,5,648,-0.194095582,4.723755468,0
C3863F,Ciclope,Yes,3,6,10,9,20,5,18,7,808,-2.050240642,3.683746635,1
C9250E,Unicorn,No,7,4,1,10,14,2,6,7,326,-0.397204507,1.470996766,1
C9634M,Griffin,Yes,4,7,9,41,,1,19,6,322,0.652579598,0.908043251,0
C9969J,Yeti,Yes,1,6,9,10,17,1,8,6,392,1.447767007,4.99812233,0
C6088P,Unicorn,Yes,7,4,10,39,14,3,16,10,348,0.066904523,4.778539734,1
C4047F,Dragon,Yes,7,7,9,110,19,7,7,7,721,1.189403105,3.437315492,1
C5682R,,Yes,2,8,7,55,,0,11,3,422,-0.909824648,11.44215767,1
C3352T,Yeti,Yes,1,2,3,4,19,3,1,6,543,-0.102725139,5.540120538,0
C6749E,Unicorn,Yes,0,2,10,80,16,3,12,4,477,1.290980276,12.53036451,1
C9446B,Griffin,Yes,5,6,10,2,12,3,19,5,653,1.060949524,5.345855281,0
C6882L,Yeti,Yes,7,4,3,111,2,1,2,4,562,0.36599493,3.958963967,0
C6883U,Unicorn,No,2,6,1,45,10,0,8,5,496,-0.170788506,4.653963328,0
C7184Q,Unicorn,No,7,7,7,44,7,3,1,6,678,0.82583091,2.965983119,0
C8567S,Dragon,Yes,4,4,10,6,7,6,13,4,208,1.325957324,6.239023074,0
C8322K,Yeti,No,4,3,9,73,16,1,16,9,270,0.629724725,1.939321946,1
C2825G,Ciclope,Yes,2,2,1,14,,8,9,5,639,-1.639509644,9.415371824,1
C6508N,Griffin,Yes,6,5,1,14,2,3,2,5,275,1.152751031,1.597507309,0
C1694F,Dragon,No,7,8,1,35,2,6,5,1,236,1.239893389,1.42518191,1
C9706S,Ciclope,No,4,6,8,35,20,5,4,5,687,0.246652438,1.796797037,1
C7794F,Dragon,Yes,4,3,3,40,9,5,3,4,351,0.013857739,5.482771092,1
C1577H,Unicorn,Yes,5,2,2,9,4,0,0,3,972,0.099179396,1.65441425,0
C8711N,Yeti,No,7,7,7,25,,2,8,6,565,0.628022868,5.596248419,0
C8060M,Yeti,No,5,3,3,4,4,0,19,5,753,-0.745915861,2.436303171,0
C5411P,Griffin,No,0,6,1,25,16,1,10,5,684,0.480924148,2.365844243,1
C9629L,Yeti,No,6,4,3,20,12,2,17,7,50,0.511654539,1.632608581,0
C6361X,Griffin,Yes,1,7,7,11,16,2,7,3,786,0.1700179,12.74618984,0
C4350V,Griffin,No,5,8,8,8,15,0,8,3,122,0.034249564,3.694945656,1
C5814W,Griffin,Yes,4,5,1,24,13,1,18,4,50,-0.267495737,3.976356815,1
C5209Q,Ciclope,No,1,5,2,5,15,9,1,5,675,0.56567522,3.409933263,1
C3909Q,Griffin,No,5,4,3,60,12,1,14,5,595,0.17259744,7.683276702,1
C3935P,Dragon,Yes,4,6,3,5,6,5,1,7,708,0.867402905,5.757448483,1
C8098L,Ciclope,No,3,2,4,11,3,7,8,4,757,-0.003719387,1.749948759,0
C4862I,Yeti,Yes,3,5,6,49,20,3,14,6,569,-0.235701924,2.333370576,1
C7573P,Griffin,Yes,6,3,6,89,17,2,18,4,231,-0.372316578,3.516681752,1
C5647A,Ciclope,No,5,4,1,108,18,6,6,3,329,-0.450169943,7.857992825,1
C1990A,Ciclope,Yes,7,8,10,66,17,6,8,6,417,0.480394486,5.750722467,1
C8651W,Yeti,No,4,4,4,5,10,0,15,6,434,0.021971305,1.141083522,1
C1611B,Yeti,No,3,8,6,154,16,0,0,6,594,-0.582367912,5.808356557,1
C8032N,Ciclope,Yes,5,6,3,13,9,8,20,6,459,-0.06921156,6.188691998,1
C3780P,Yeti,Yes,6,5,2,18,,0,8,10,365,0.639576655,6.035110687,1
C3127F,Unicorn,Yes,0,2,1,37,14,0,19,5,322,1.569404183,5.276108114,0
C4306X,Dragon,No,8,5,3,10,,7,8,4,429,-0.588412735,0.7860554,1
C7903E,Ciclope,No,5,4,3,23,,7,11,7,686,-0.090908667,7.151622654,0
C6054W,Ciclope,Yes,6,4,1,8,,8,1,4,1298,0.62983774,3.065571474,0
C9563T,Griffin,Yes,7,6,1,22,16,3,0,6,122,-0.558483537,4.35326397,1
C2159G,Dragon,Yes,3,4,6,7,10,5,3,6,760,-0.07827106,2.018955698,0
C2967D,Dragon,Yes,3,7,1,5,,8,2,8,825,-1.346530286,6.387285704,0
C2577I,Ciclope,Yes,4,5,3,18,,9,1,5,1025,1.237001869,1.381823782,1
C5999K,Ciclope,Yes,5,3,8,22,10,6,14,4,96,0.364733094,5.462484966,1
C4786G,Griffin,Yes,2,6,7,22,,1,9,4,920,1.035932603,6.430337975,1
C2359Z,Dragon,No,6,2,6,29,4,6,8,5,640,-0.751043848,1.051652643,0
C6390F,Ciclope,No,6,2,3,11,,8,12,8,404,-0.886231453,2.391916587,1
C8289V,Unicorn,No,8,6,9,5,7,0,6,5,484,-0.299687323,1.728898004,0
C9700E,Dragon,No,3,2,3,8,,9,16,5,191,-0.101788963,1.945907835,0
C6759Z,Ciclope,No,0,3,1,9,14,9,14,5,637,0.214595621,5.84510863,0
C8259F,Yeti,Yes,4,5,7,2,13,3,12,3,545,-1.142022564,0.7106337,1
C9036K,Dragon,Yes,5,5,8,7,20,7,14,5,1262,1.373573423,0.833838531,1
C5399O,Yeti,Yes,1,5,10,17,5,3,17,8,810,0.653005364,1.773167384,1
C7941D,Ciclope,Yes,1,5,6,14,2,5,8,7,486,0.508106846,0.554589753,0
C5852V,Dragon,Yes,2,3,4,3,16,7,12,1,528,0.240441453,0.56780819,1
C5935H,Dragon,Yes,4,5,1,7,14,6,14,5,50,1.751504099,5.921363885,1
C1506O,Dragon,Yes,7,7,6,5,,7,1,8,896,-0.885694527,2.942198439,1
C7329O,Ciclope,Yes,2,2,7,13,,5,17,4,1053,-1.311345502,12.87178899,0
C9813P,Griffin,Yes,3,6,4,40,17,2,16,8,427,-0.960414978,7.685243256,0
C5573B,Dragon,No,4,3,3,2,15,5,15,4,341,0.498649701,2.561183403,1
C6026E,Unicorn,Yes,3,6,8,12,4,3,0,2,721,1.339285087,2.870877889,0
C7521E,Yeti,Yes,8,5,10,22,14,1,20,3,626,-0.348602769,7.540658857,1
C9159H,Ciclope,Yes,5,6,2,44,2,5,9,7,379,-0.071631173,5.090648614,0
C4905D,Yeti,Yes,3,4,4,16,13,3,17,3,266,0.367393423,0.921943971,0
C2896X,Ciclope,No,8,3,10,2,19,8,7,4,518,2.070780379,5.015434542,1
C3552N,Yeti,Yes,2,2,8,86,13,3,5,8,449,-1.119493201,4.34633358,1
C9831Q,Ciclope,No,4,5,6,19,,9,18,4,258,-0.433436417,3.250302697,0
C1374J,Unicorn,No,6,5,1,47,2,0,12,8,1058,-0.076259385,1.38740935,0
C4481H,Dragon,Yes,7,6,10,5,,5,1,4,50,0.600569416,6.075663599,0
C3170N,Griffin,Yes,4,4,4,50,,2,2,7,280,1.784417912,1.049649972,0
C4392H,Yeti,No,5,6,4,58,,2,6,6,811,1.164971701,3.398278494,0
C4716I,Griffin,No,7,4,6,5,10,2,8,5,703,0.354458463,5.498709314,0
C3058L,Yeti,No,4,4,7,12,,2,15,8,357,-0.134017494,6.313450305,0
C9479N,Yeti,Yes,4,4,6,28,12,2,5,8,465,-0.36524376,2.177733443,1
C6377Z,Griffin,Yes,3,4,8,40,2,1,7,3,421,-2.172429863,4.570671258,0
C6521F,Yeti,No,3,6,10,24,5,2,14,6,614,0.827919496,1.430560164,0
C4585M,Unicorn,No,3,6,10,24,15,3,19,8,365,0.664957296,8.319497361,0
C5272D,Dragon,Yes,6,6,10,59,5,8,5,2,517,1.534095778,4.029722552,0
C1952J,Dragon,Yes,4,6,3,30,14,5,4,7,250,-0.296816826,2.112405476,1
C9227S,Dragon,No,6,4,7,7,17,7,19,4,384,1.002596654,2.637539904,1
C8574E,Griffin,Yes,1,5,9,9,14,0,8,7,478,-0.916878694,4.443624606,1
C4728P,Yeti,Yes,2,6,6,176,5,2,4,6,153,0.368965559,0.480011541,1
C4908K,Ciclope,Yes,4,5,9,2,13,9,1,4,362,0.179422715,1.947759989,1
C4237B,Griffin,Yes,6,9,10,12,18,3,5,6,137,2.288859175,0.172053887,1
C8714Y,Unicorn,Yes,4,5,8,14,17,3,13,5,600,-0.627928568,1.711498749,1
C1727K,Dragon,Yes,9,2,3,61,17,7,18,4,471,-0.286761949,3.804652307,1
C5659U,Griffin,Yes,4,2,1,5,19,1,3,4,843,0.209502399,1.840282424,1
C9879K,Yeti,Yes,3,3,6,75,17,1,19,9,760,-0.440303908,2.448246401,1
C7739Y,Griffin,Yes,7,5,3,24,,3,5,1,904,1.410668431,3.383156751,1
C8471H,Griffin,No,5,3,9,3,16,3,18,9,344,1.327016038,3.008195114,0
C8356K,Dragon,No,4,7,4,18,12,5,20,5,446,1.127344304,2.404772321,1
C1157T,Ciclope,Yes,6,2,7,9,20,5,20,6,1278,0.66072077,10.51640833,1
C8517I,Dragon,No,3,6,2,37,2,5,0,5,881,-1.224690942,2.911445498,1
C5057J,Griffin,Yes,3,2,1,19,12,1,6,0,108,-1.311133959,4.022533206,0
C2053Z,Ciclope,No,2,6,5,6,,8,18,7,205,-0.940363973,1.802848402,0
C1203O,Ciclope,No,7,3,4,10,8,7,17,3,867,-0.241770022,6.372027807,0
C1134R,Yeti,Yes,4,6,10,4,4,3,11,8,1086,1.550131687,3.460972948,0
